text,platform,timestamp,likes,impressions,comments,hour,day_of_week,text_length,sentiment,platform_LinkedIn,platform_Twitter
Our new office space is ready! Take a look 🏢,LinkedIn,2025-11-11 11:00:00,45,1260,8,11,1,44,0.19318181818181818,True,False
Excited to announce our new product launch 🚀,Twitter,2023-06-20 19:45:00,61,1586,5,19,1,44,0.2556818181818182,False,True
Join us for a live webinar on AI and the future 🧠,Twitter,2025-03-09 21:00:00,16,384,2,21,6,49,0.06818181818181818,False,True
Here’s a quick tip for growing on LinkedIn 📈,LinkedIn,2023-10-08 09:45:00,82,2132,7,9,6,44,0.3333333333333333,True,False
Our new office space is ready! Take a look 🏢,Twitter,2023-07-15 19:15:00,25,250,2,19,5,44,0.19318181818181818,False,True
How to stay productive while working remotely 💻,Twitter,2025-01-20 15:45:00,38,646,2,15,0,47,-0.1,False,True
5 tools every startup should be using today 🔧,Twitter,2023-10-23 12:30:00,38,760,2,12,0,45,0.0,False,True
Our new office space is ready! Take a look 🏢,LinkedIn,2024-03-28 19:00:00,28,840,2,19,3,44,0.19318181818181818,True,False
Our new office space is ready! Take a look 🏢,LinkedIn,2025-01-20 12:30:00,28,420,2,12,0,44,0.19318181818181818,True,False
Here’s a quick tip for growing on LinkedIn 📈,Twitter,2025-03-04 13:30:00,56,1624,10,13,1,44,0.3333333333333333,False,True
How to stay productive while working remotely 💻,Twitter,2024-02-28 10:30:00,22,594,1,10,2,47,-0.1,False,True
Reflecting on our startup journey so far ✨,Twitter,2024-10-01 19:45:00,57,1596,9,19,1,42,0.1,False,True
5 tools every startup should be using today 🔧,LinkedIn,2025-02-17 12:15:00,21,357,1,12,0,45,0.0,True,False
Our new office space is ready! Take a look 🏢,Twitter,2025-09-02 19:45:00,44,1232,6,19,1,44,0.19318181818181818,False,True
Join us for a live webinar on AI and the future 🧠,LinkedIn,2023-12-13 09:00:00,38,608,2,9,2,49,0.06818181818181818,True,False
5 tools every startup should be using today 🔧,LinkedIn,2025-01-25 15:30:00,39,390,3,15,5,45,0.0,True,False
Throwback to our team retreat last year 🌴,LinkedIn,2024-12-12 13:15:00,13,312,0,13,3,41,0.0,True,False
Join us for a live webinar on AI and the future 🧠,Twitter,2025-10-10 18:30:00,44,880,6,18,4,49,0.06818181818181818,False,True
Why storytelling matters in product design 📚,Twitter,2025-10-27 20:00:00,30,330,1,20,0,44,0.0,False,True
Throwback to our team retreat last year 🌴,Twitter,2023-06-06 12:30:00,44,748,4,12,1,41,0.0,False,True
Throwback to our team retreat last year 🌴,Twitter,2023-02-01 16:00:00,40,960,5,16,2,41,0.0,False,True
Join us for a live webinar on AI and the future 🧠,LinkedIn,2023-09-13 22:30:00,54,1350,4,22,2,49,0.06818181818181818,True,False
Excited to announce our new product launch 🚀,Twitter,2025-11-18 06:15:00,65,1690,7,6,1,44,0.2556818181818182,False,True
Why storytelling matters in product design 📚,Twitter,2025-12-20 21:45:00,34,544,4,21,5,44,0.0,False,True
Excited to announce our new product launch 🚀,Twitter,2025-07-04 20:00:00,48,960,9,20,4,44,0.2556818181818182,False,True
Reflecting on our startup journey so far ✨,Twitter,2024-07-19 13:30:00,45,855,5,13,4,42,0.1,False,True
Excited to announce our new product launch 🚀,LinkedIn,2025-07-20 06:30:00,47,846,5,6,6,44,0.2556818181818182,True,False
Our new office space is ready! Take a look 🏢,Twitter,2024-02-16 16:45:00,45,1215,5,16,4,44,0.19318181818181818,False,True
Reflecting on our startup journey so far ✨,LinkedIn,2024-10-03 22:45:00,37,592,6,22,3,42,0.1,True,False
Throwback to our team retreat last year 🌴,LinkedIn,2023-12-12 10:30:00,28,588,2,10,1,41,0.0,True,False
Why storytelling matters in product design 📚,Twitter,2025-12-13 14:00:00,37,481,6,14,5,44,0.0,False,True
Our new office space is ready! Take a look 🏢,Twitter,2025-07-02 18:15:00,60,1620,4,18,2,44,0.19318181818181818,False,True
Join us for a live webinar on AI and the future 🧠,LinkedIn,2023-11-04 18:30:00,24,504,1,18,5,49,0.06818181818181818,True,False
Throwback to our team retreat last year 🌴,LinkedIn,2025-09-13 13:00:00,40,480,7,13,5,41,0.0,True,False
"We just hit 10,000 followers, thank you all 🙌",Twitter,2025-11-10 17:45:00,37,777,5,17,0,45,0.0,False,True
Join us for a live webinar on AI and the future 🧠,Twitter,2025-02-02 09:30:00,10,250,1,9,6,49,0.06818181818181818,False,True
Here’s a quick tip for growing on LinkedIn 📈,Twitter,2025-07-24 16:30:00,70,1400,12,16,3,44,0.3333333333333333,False,True
How to stay productive while working remotely 💻,LinkedIn,2025-05-18 21:30:00,1,16,0,21,6,47,-0.1,True,False
Why storytelling matters in product design 📚,Twitter,2025-08-04 12:00:00,35,805,1,12,0,44,0.0,False,True
Throwback to our team retreat last year 🌴,LinkedIn,2025-04-16 14:00:00,46,1012,8,14,2,41,0.0,True,False
5 tools every startup should be using today 🔧,LinkedIn,2024-02-09 20:00:00,26,572,2,20,4,45,0.0,True,False
Excited to announce our new product launch 🚀,Twitter,2025-10-27 08:30:00,24,672,2,8,0,44,0.2556818181818182,False,True
Our new office space is ready! Take a look 🏢,LinkedIn,2023-12-22 08:15:00,32,864,3,8,4,44,0.19318181818181818,True,False
"We just hit 10,000 followers, thank you all 🙌",Twitter,2023-06-12 13:00:00,37,1110,6,13,0,45,0.0,False,True
Here’s a quick tip for growing on LinkedIn 📈,Twitter,2025-06-19 22:00:00,52,624,8,22,3,44,0.3333333333333333,False,True
5 tools every startup should be using today 🔧,LinkedIn,2025-10-01 07:15:00,45,495,6,7,2,45,0.0,True,False
5 tools every startup should be using today 🔧,Twitter,2024-04-19 12:15:00,15,300,0,12,4,45,0.0,False,True
Reflecting on our startup journey so far ✨,Twitter,2023-05-18 07:45:00,41,1148,3,7,3,42,0.1,False,True
Our new office space is ready! Take a look 🏢,LinkedIn,2024-10-28 17:30:00,63,693,4,17,0,44,0.19318181818181818,True,False
5 tools every startup should be using today 🔧,LinkedIn,2025-03-03 11:30:00,28,840,4,11,0,45,0.0,True,False
Join us for a live webinar on AI and the future 🧠,Twitter,2023-05-04 18:15:00,10,230,1,18,3,49,0.06818181818181818,False,True
Here’s a quick tip for growing on LinkedIn 📈,Twitter,2025-12-06 06:15:00,66,1122,8,6,5,44,0.3333333333333333,False,True
Join us for a live webinar on AI and the future 🧠,LinkedIn,2023-08-20 22:30:00,15,435,2,22,6,49,0.06818181818181818,True,False
Here’s a quick tip for growing on LinkedIn 📈,Twitter,2024-07-03 12:15:00,30,300,4,12,2,44,0.3333333333333333,False,True
Join us for a live webinar on AI and the future 🧠,Twitter,2025-02-04 10:15:00,13,377,1,10,1,49,0.06818181818181818,False,True
Throwback to our team retreat last year 🌴,Twitter,2025-02-07 08:15:00,2,38,0,8,4,41,0.0,False,True
